parameter_id,IMPC_GEL_017_002
gene_accession_id,MGI:2140475
mouse_life_stage,Early adult
parameter_name,Pale yolk sac
gene_symbol,AU040320
mouse_strain,C57BL
pvalue,0.6065727
analysis_id,4465ybvja4134y1
