gene_symbol,Tnfsf10
pvalue,0.6518992
analysis_id,jwm06g7qm37v1bo
gene_accession_id,MGI:107414
parameter_id,IMPC_IMM_050_001
parameter_name,Neutrophils
mouse_life_stage,Early adult
mouse_strain,C57BL
