parameter_id,MGP_MLN_001_001
pvalue,0.1646823
mouse_life_stage,Early adult
analysis_id,ibeb9d9b10inhd7
gene_symbol,Bach2
parameter_name,Total T cells - % of CD45+
mouse_strain,C57BL
gene_accession_id,MGI:894679
