gene_symbol,Rab17
pvalue,0.964315
mouse_life_stage,Early adult
parameter_name,Retinal Blood Vessels Pattern
parameter_id,IMPC_EYE_026_001
mouse_strain,C57BL
gene_accession_id,MGI:104640
analysis_id,gpv99s12zwr972f
