parameter_id,IMPC_GEL_006_001
analysis_id,6c03n60283459y2
pvalue,0.4244159
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2673000
gene_symbol,Trim46
parameter_name,Pericardium Morphology
