gene_symbol,Wars2
pvalue,0.6959211
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,MGP_BMI_019_001
gene_accession_id,MGI:1917810
parameter_name,T cells - % of CD45+
analysis_id,5j6oeda3pk9q25c
