parameter_id,HMGULA_CBC_018_001
parameter_name,Glucose
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_symbol,AU040320
pvalue,0.3756965
gene_accession_id,MGI:2140475
analysis_id,x0td9f430bp5y79
