Parameter_id,IMPC_ECH_008_001
parameter_name,LVIDd
Gene_symbol,Ola1
Pvalue,0.9252636
Analysis_id,086gnlbcl97322u
Gene_accession_id,MGI:1914309
mouse_strain,C57BL
Mouse_life_stage,E18.5
