gene_symbol,Hnf4a
gene_accession_id,MGI:109128
mouse_strain,C57BL
parameter_name,Ly6Clow monocyte percentage
parameter_id,MGP_PBI_018_001
analysis_id,16oycwbr911b9x5
mouse_life_stage,Middle aged adult
pvalue,0.9380312
