mouse_strain,C57BL
parameter_id,UCDLA_EYE_017_001
mouse_life_stage,E18.5
analysis_id,6oa5ejsbg3hpw3v
parameter_name,Lens Opacity
gene_accession_id,MGI:1914561
gene_symbol,Nanp
pvalue,0.4221937
