parameter_id,IMPC_IMM_013_001
parameter_name,DN NKT cells
gene_accession_id,MGI:97838
analysis_id,0bmhf0dky4htu0a
gene_symbol,Eprs1
pvalue,0.2231107
mouse_strain,C57BL
mouse_life_stage,E9.5
