parameter_id,M-G-P_016_001_001
pvalue,0.5257794
mouse_strain,C57BL
gene_symbol,Rab22a
analysis_id,i22z3e7130z617m
gene_accession_id,MGI:105072
parameter_name,White blood cell-count
mouse_life_stage,Early adult
