gene_symbol,Ahcy
pvalue,0.3043663
analysis_id,i77a145568ll8t4
parameter_name,Center distance travelled
mouse_strain,C57BL
gene_accession_id,MGI:87968
parameter_id,JAX_OFD_014_001
mouse_life_stage,E12.5
