parameter_id,MGP_MLN_014_001
mouse_strain,C57BL
analysis_id,j9935h85zx54y10
mouse_life_stage,E12.5
gene_symbol,Mecom
gene_accession_id,MGI:95457
pvalue,0.8569173
parameter_name,Resting CD8+ T cells - % of CD8+
