mouse_strain,C57BL
pvalue,0.5387452
mouse_life_stage,Early adult
parameter_id,MGP_IMM_081_001
parameter_name,Effector CD8+ T cells - % of CD45+
gene_symbol,Kif24
analysis_id,n7tk270kh3dn8bx
gene_accession_id,MGI:1918345
