parameter_name,Tremor
gene_symbol,Gfi1b
gene_accession_id,MGI:1276578
analysis_id,07l13ybh4nd7f87
mouse_strain,C57BL
pvalue,0.119351
parameter_id,IMPC_CSD_030_001
mouse_life_stage,Early adult
