parameter_id,M-G-P_005_001_004
pvalue,0.5989334
analysis_id,j38633z8ha1d82f
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1888742
gene_symbol,Extl1
parameter_name,Bone Mineral Density (excluding skull)
