gene_symbol,Cdin1
parameter_id,IMPC_DXA_004_001
pvalue,0.455237
gene_accession_id,MGI:3026886
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,kq08yj08g804o8v
