gene_symbol,Tbl1xr1
analysis_id,543466cv08z9rnz
mouse_life_stage,Early adult
gene_accession_id,MGI:2441730
pvalue,0.6323052
parameter_id,MGP_IMM_033_001
mouse_strain,C57BL
parameter_name,Total NK cells - % of CD45+
