parameter_name,Lean/Body weight
gene_symbol,Tnni1
pvalue,1.016253
mouse_strain,C57BL
analysis_id,h511vy1uy78rzp2
gene_accession_id,MGI:105073
parameter_id,IMPC_DXA_008_001
mouse_life_stage,Early adult
