gene_symbol,Dzank1
mouse_strain,C57BL
pvalue,0.3065625
mouse_life_stage,Early adult
analysis_id,p942r36ui5445ud
parameter_id,MGP_IMM_004_001
parameter_name,Total CD4+ T cells - % of ab T cells
gene_accession_id,MGI:2139080
