gene_symbol,Cpa3
parameter_id,IMPC_ECG_003_001
mouse_strain,C57BL
gene_accession_id,MGI:88479
pvalue,0.787496
analysis_id,r8133v1740q6j2u
parameter_name,CV
mouse_life_stage,Early adult
