gene_symbol,Nucks1
mouse_life_stage,Middle aged adult
pvalue,0.6324746
analysis_id,3bz28qbej6slwod
parameter_id,HMGULA_SHI_009_001
gene_accession_id,MGI:1934811
mouse_strain,C57BL
parameter_name,Startle response
