gene_symbol,Lpgat1
pvalue,0.7126038
parameter_name,Snout morphology
mouse_strain,C57BL
parameter_id,MGP_CSD_066_001
gene_accession_id,MGI:2446186
mouse_life_stage,Middle aged adult
analysis_id,ujcfo315gqi0le8
