gene_symbol,Ahcy
pvalue,0.3437842
parameter_id,IMPC_CBC_025_001
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,19xegi528r9j3g6
parameter_name,LDL-cholesterol
gene_accession_id,MGI:87968
