gene_symbol,Ubxn4
mouse_strain,C57BL
pvalue,0.2919432
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
analysis_id,968urlf6wpr48l2
parameter_id,IMPC_FEA_107_001
gene_accession_id,MGI:1915062
mouse_life_stage,Late adult
