gene_symbol,Lime1
mouse_life_stage,Early adult
analysis_id,47913sa8zq657vh
parameter_id,IMPC_HEM_031_001
gene_accession_id,MGI:1919949
pvalue,0.8952109
parameter_name,Lymphocyte differential count
mouse_strain,C57BL
