gene_symbol,Nucks1
gene_accession_id,MGI:1934811
pvalue,0.7810914
parameter_id,UCD_OWT_003_001
analysis_id,8b6fgjt3117dzd8
parameter_name,Spleen weight
mouse_life_stage,Late adult
mouse_strain,C57BL
