parameter_id,JAX_LDT_002_001
parameter_name,Light side time spent
pvalue,0.6787271
mouse_strain,C57BL
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
analysis_id,5816yc7547v6q70
gene_symbol,Bcs1l
