gene_symbol,Rab13
mouse_life_stage,Early adult
pvalue,0.1221547
gene_accession_id,MGI:1927232
analysis_id,86z741rg58w7ftm
parameter_name,Calcium
mouse_strain,C57BL
parameter_id,IMPC_CBC_009_001
