parameter_id,IMPC_GEL_027_001
analysis_id,1yl7jlx94u6pj7e
parameter_name,Neural tube closure
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_symbol,Eprs1
pvalue,0.5007704
gene_accession_id,MGI:97838
