mouse_life_stage,E18.5
pvalue,0.2384264
analysis_id,8q2480e8252wpat
parameter_id,IMPC_IMM_069_001
gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
parameter_name,Transitional B Cells (CD21/35 low)
mouse_strain,C57BL
