mouse_strain,129SV
parameter_name,Glucose
parameter_id,IMPC_CBC_018_001
analysis_id,7067va99dg02t76
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
pvalue,0.5266031
gene_symbol,Cntfr
