parameter_id,IMPC_IMM_025_001
analysis_id,f832c63e05umm51
gene_symbol,Golm2
mouse_life_stage,Early adult
parameter_name,DN CD25- NKT cells
mouse_strain,C57BL
gene_accession_id,MGI:2443129
pvalue,0.6260753
