parameter_name,Distance travelled - total
pvalue,0.715912
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
parameter_id,JAX_OFD_020_001
gene_symbol,Lurap1
mouse_strain,C57BL
analysis_id,qow2jr8i685amu9
