mouse_life_stage,Late adult
pvalue,0.3370364
parameter_id,IMPC_ECH_003_001
parameter_name,Stroke Volume
gene_symbol,Plcb1
analysis_id,p73dzs76vaaxi1x
gene_accession_id,MGI:97613
mouse_strain,C57BL
