parameter_id,HRWLLA_OFD_007_001
gene_accession_id,MGI:99501
analysis_id,b0l4s6l844e653m
pvalue,0.09219435
gene_symbol,Fgb
mouse_life_stage,E15.5
parameter_name,Whole arena resting time
mouse_strain,C57BL
