parameter_name,Startle response
mouse_strain,C57BL
gene_accession_id,MGI:3650254
analysis_id,mzj33t4v28008qo
parameter_id,HMGULA_SHI_009_001
gene_symbol,Zfp683
pvalue,0.8514833
mouse_life_stage,Early adult
