mouse_strain,129SV
pvalue,0.4425602
analysis_id,255y5ghk545c1v7
gene_accession_id,MGI:1921802
gene_symbol,Nipal3
parameter_id,ESLIM_008_001_013
mouse_life_stage,Early adult
parameter_name,Startle response
