parameter_id,IMPC_GEL_011_001
gene_symbol,Snrpb2
parameter_name,Embryo turning
analysis_id,9s4x63z9vw68e2t
gene_accession_id,MGI:104805
pvalue,0.5934592
mouse_strain,C57BL
mouse_life_stage,Early adult
