gene_symbol,Inpp1
analysis_id,s86ols66s67sm5s
mouse_strain,129SV
parameter_id,JAX_OFD_017_001
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
parameter_name,Center average speed
pvalue,0.9812322
