parameter_id,MGP_IMM_089_001
mouse_strain,C57BL
analysis_id,633t0d0880486l1
pvalue,0.2061717
gene_symbol,Ncaph
parameter_name,KLRG1+ gd T cells - % of CD45+
gene_accession_id,MGI:2444777
mouse_life_stage,Early adult
