mouse_life_stage,E9.5
parameter_id,MGP_PBI_030_001
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
gene_symbol,Wars2
pvalue,0.2409491
mouse_strain,C57BL
analysis_id,yy3qai9vc0l1x91
gene_accession_id,MGI:1917810
