gene_symbol,Amigo1
mouse_life_stage,Early adult
pvalue,0.4010425
mouse_strain,C57BL
gene_accession_id,MGI:2653612
parameter_id,IMPC_ACS_035_001
parameter_name,% Pre-pulse inhibition - PPI3
analysis_id,255bp753f4vpx64
