parameter_id,JAXLA_OFD_007_001
mouse_strain,C57BL
parameter_name,Whole arena resting time
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
analysis_id,825t7p984g7ffk2
pvalue,0.935884
gene_symbol,Lpgat1
