mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
parameter_id,MGP_IMM_100_001
pvalue,0.3826331
analysis_id,0k66mh1fvo8tm6e
mouse_strain,C57BL
parameter_name,Resting NK cells - % of CD45+
gene_symbol,Lpgat1
