parameter_name,Periphery distance travelled
parameter_id,HRWLLA_OFD_010_001
pvalue,0.4479582
mouse_life_stage,Early adult
gene_symbol,Zc2hc1a
mouse_strain,C57BL
analysis_id,l7i9j3n38r69f22
gene_accession_id,MGI:1914556
