mouse_strain,129SV
gene_accession_id,MGI:99605
gene_symbol,Cntfr
pvalue,0.1165882
analysis_id,3002598q5a4wwp5
mouse_life_stage,Early adult
parameter_name,Total cholesterol
parameter_id,HMGULA_CBC_015_001
