gene_symbol,Tbl1xr1
parameter_id,IMPC_ECH_018_001
mouse_life_stage,Late adult
parameter_name,Respiration Rate
gene_accession_id,MGI:2441730
analysis_id,1f1061n847u8c11
mouse_strain,C57BL
pvalue,0.7999595
