gene_symbol,Jun
mouse_life_stage,E15.5
gene_accession_id,MGI:96646
pvalue,0.8697226
analysis_id,t75132qb38xy3qp
parameter_name,B Cells
mouse_strain,C57BL
parameter_id,IMPC_IMM_063_001
