gene_symbol,Secisbp2l
parameter_name,Upper teeth appearance
pvalue,0.4415772
gene_accession_id,MGI:1917604
analysis_id,d25t19a5238u757
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,IMPC_CSD_069_001
