parameter_id,MGP_MLN_031_001
parameter_name,Total NK cells - % of CD45+
mouse_strain,C57BL
analysis_id,6bqje30m0x8sga0
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
pvalue,0.2093249
mouse_life_stage,Early adult
