gene_symbol,Casq1
parameter_name,Alkaline phosphatase
gene_accession_id,MGI:1309468
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,o0ezi6tw2k84w3w
pvalue,0.5410023
parameter_id,HRWLLA_CBC_014_001
