gene_symbol,Tnfsf10
analysis_id,8l96a2c8leoiy2v
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_life_stage,Early adult
pvalue,0.6352478
parameter_id,IMPC_GRS_011_001
mouse_strain,C57BL
gene_accession_id,MGI:107414
