gene_symbol,Jun
pvalue,0.6618201
parameter_id,IMPC_CBC_053_001
mouse_life_stage,E9.5
parameter_name,Thyroxine
gene_accession_id,MGI:96646
mouse_strain,C57BL
analysis_id,3jcqu90ehk6r42k
