parameter_id,JAX_OFD_022_001
mouse_strain,C57BL
gene_accession_id,MGI:99605
parameter_name,Percentage center time
gene_symbol,Cntfr
analysis_id,38l3o5jt9494393
pvalue,0.719314
mouse_life_stage,Early adult
