mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
parameter_name,Alkaline phosphatase
gene_symbol,Nanp
analysis_id,f83h3lfpqjff98l
parameter_id,HRWLLA_CBC_014_001
mouse_strain,C57BL
pvalue,0.3952843
