gene_symbol,Ahcy
pvalue,0.06744426
mouse_strain,C57BL
parameter_name,KLRG1+ gd T cells - % of gd T cells
mouse_life_stage,Early adult
analysis_id,3960b3sazg7dczi
gene_accession_id,MGI:87968
parameter_id,MGP_IMM_022_001
