gene_symbol,Tatdn3
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_005_001
parameter_name,Fractional Shortening
analysis_id,282kzyrh0sc805v
mouse_strain,C57BL
pvalue,0.6722221
gene_accession_id,MGI:1916222
