parameter_id,MGP_IMM_006_001
mouse_life_stage,Early adult
analysis_id,qf3o193597m5669
gene_accession_id,MGI:1929866
mouse_strain,C57BL
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
gene_symbol,Rgs20
pvalue,0.7337861
