parameter_name,Periphery resting time
parameter_id,ESLIM_007_001_007
mouse_life_stage,Early adult
pvalue,0.7532662
mouse_strain,129SV
gene_accession_id,MGI:2684980
analysis_id,5u470ic529l925q
gene_symbol,Mms22l
