mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,center - distance
pvalue,0.8015556
analysis_id,m73op510dk5bi8q
parameter_id,M-G-P_007_001_010
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
