mouse_strain,C57BL
parameter_id,JAX_OFD_022_001
gene_symbol,Pex19
parameter_name,Percentage center time
pvalue,0.9722787
mouse_life_stage,Early adult
gene_accession_id,MGI:1334458
analysis_id,9a627wf0z32wu78
