mouse_life_stage,E15.5
gene_symbol,Mapkap1
parameter_name,Total Treg cells - % of CD45+
mouse_strain,C57BL
parameter_id,MGP_IMM_076_001
gene_accession_id,MGI:2444554
analysis_id,61669f43i2afn75
pvalue,0.2867091
